OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
3331,37,119,001609,2,371190016092,Block Group 2,0016185,"Block Group 2, Census Tract 16.09, Mecklenburg County, North Carolina",995,111,37,46,73,66,38,87,16,68,127,134,82,68,32,10,0,45963,558,149,0.26702509,14470859.613066,18153.9915106863
3332,37,119,003109,1,371190031091,Block Group 1,0016319,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",1101,40,11,44,136,102,125,25,102,67,151,90,122,49,0,37,0,43609,513,107,0.208577,5838491.6349625,11934.2064523306
3333,37,119,006405,2,371190064052,Block Group 2,0016677,"Block Group 2, Census Tract 64.05, Mecklenburg County, North Carolina",1101,20,46,49,40,28,57,25,24,35,122,90,100,141,30,147,147,85258,622,14,0.02250804,94166046.9268699,46805.8840929424
3334,37,119,002702,1,371190027021,Block Group 1,0016260,"Block Group 1, Census Tract 27.02, Mecklenburg County, North Carolina",842,18,14,0,25,12,58,0,0,0,51,29,64,30,103,70,368,180175,550,14,0.02545455,17377503.4723309,18116.2113867391
3335,37,119,003013,1,371190030131,Block Group 1,0016296,"Block Group 1, Census Tract 30.13, Mecklenburg County, North Carolina",1065,37,14,0,0,0,16,0,39,44,16,68,14,62,81,152,522,194514,849,14,0.01648999,37092920.758674,36604.3541276271
3336,37,119,000100,4,371190001004,Block Group 4,0016134,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",83,17,0,0,0,0,0,46,0,0,0,0,0,0,0,0,20,0,0,0,0,4499537.53488984,10270.2170912538
3337,37,119,005815,1,371190058151,Block Group 1,0016521,"Block Group 1, Census Tract 58.15, Mecklenburg County, North Carolina",1203,48,17,13,19,59,23,13,89,25,142,95,140,123,57,121,219,82228,789,53,0.06717364,45841391.6575326,31477.3316830701
3338,37,119,003500,1,371190035001,Block Group 1,0016335,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",713,0,0,0,14,12,33,0,54,25,89,76,107,89,72,72,70,85375,277,0,0,9604402.18136309,15373.047962532
3339,37,119,004000,3,371190040003,Block Group 3,0016363,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",503,59,38,34,32,30,55,10,21,0,59,64,67,34,0,0,0,38375,320,25,0.078125,12184565.9454213,16104.0846292498
3340,37,119,005907,1,371190059071,Block Group 1,0016589,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",1636,43,10,0,42,7,0,17,38,16,71,137,145,415,105,458,132,119216,1275,70,0.05490196,43082347.5224715,32032.4252876749
3341,37,119,005711,1,371190057111,Block Group 1,0016500,"Block Group 1, Census Tract 57.11, Mecklenburg County, North Carolina",167,0,15,0,0,0,16,0,0,0,0,35,15,10,18,32,26,108125,137,0,0,20911741.7949676,19691.9704580537
3342,37,119,004800,2,371190048002,Block Group 2,0016390,"Block Group 2, Census Tract 48, Mecklenburg County, North Carolina",426,101,41,29,53,24,4,39,6,12,45,30,42,0,0,0,0,23553,241,72,0.29875519,7022314.38739316,11212.1937452366
3343,37,119,005848,1,371190058481,Block Group 1,0016582,"Block Group 1, Census Tract 58.48, Mecklenburg County, North Carolina",821,8,0,0,0,7,9,0,9,0,9,61,46,130,95,181,266,158272,781,8,0.01024328,28159153.2807498,27016.547172478
3344,37,119,001509,1,371190015091,Block Group 1,0016172,"Block Group 1, Census Tract 15.09, Mecklenburg County, North Carolina",479,8,54,13,25,24,5,49,5,63,65,9,73,79,0,0,7,47242,364,67,0.18406593,7370779.67900391,12212.2023505331
3345,37,119,005618,1,371190056181,Block Group 1,0016482,"Block Group 1, Census Tract 56.18, Mecklenburg County, North Carolina",667,11,0,0,10,16,16,36,42,20,88,52,50,74,52,106,94,97917,541,11,0.02033272,59761966.8398305,30890.0816061355
3346,37,119,001801,3,371190018013,Block Group 3,0016194,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",255,0,7,23,9,23,82,9,0,16,11,6,33,5,0,18,13,33036,110,16,0.14545455,5935682.09343535,13254.8024596774
3347,37,119,001504,2,371190015042,Block Group 2,0016163,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",548,18,29,88,18,33,87,18,0,17,47,58,88,0,41,0,6,37639,381,46,0.12073491,12707649.2042684,15665.0663831904
3348,37,119,006006,2,371190060062,Block Group 2,0016613,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",799,0,3,0,103,14,88,74,101,0,108,137,102,14,31,24,0,53081,700,3,0.00428571,41211947.046226,39317.0411495581
3349,37,119,000600,1,371190006001,Block Group 1,0016142,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",425,10,30,0,41,0,0,0,20,27,25,76,45,60,0,44,47,64625,203,10,0.04926108,3940934.78113672,9395.53447918351
3350,37,119,002002,1,371190020021,Block Group 1,0016231,"Block Group 1, Census Tract 20.02, Mecklenburg County, North Carolina",859,70,32,0,0,12,16,12,0,0,92,69,105,102,59,122,168,101581,556,13,0.02338129,21406571.3822193,21282.4458608497
3351,37,119,005509,2,371190055092,Block Group 2,0016421,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",583,0,0,15,0,51,40,0,77,0,97,145,24,77,43,14,0,60685,377,15,0.0397878,14175783.2723725,16825.0260241215
3352,37,119,002905,2,371190029052,Block Group 2,0016275,"Block Group 2, Census Tract 29.05, Mecklenburg County, North Carolina",637,27,35,9,37,0,26,0,0,22,43,51,24,35,8,9,311,218333,348,9,0.02586207,16575566.66461,21385.8448049472
3353,37,119,003102,1,371190031021,Block Group 1,0016307,"Block Group 1, Census Tract 31.02, Mecklenburg County, North Carolina",1077,104,103,34,59,0,32,64,40,34,87,46,135,109,104,37,89,59174,357,9,0.02521008,26494619.1087092,24770.6300053619
3354,37,119,004000,1,371190040001,Block Group 1,0016361,"Block Group 1, Census Tract 40, Mecklenburg County, North Carolina",425,52,98,78,0,0,43,25,30,13,19,31,36,0,0,0,0,19269,191,49,0.2565445,19909538.8940172,20649.5543939022
3355,37,119,005713,1,371190057131,Block Group 1,0016505,"Block Group 1, Census Tract 57.13, Mecklenburg County, North Carolina",862,9,0,18,25,16,63,41,41,19,31,106,107,51,48,146,141,90500,715,49,0.06853147,79370398.1626814,38077.8087993764
3356,37,119,001921,1,371190019211,Block Group 1,0016226,"Block Group 1, Census Tract 19.21, Mecklenburg County, North Carolina",840,62,5,67,9,54,37,75,22,55,109,120,72,75,49,7,22,52429,654,90,0.13761468,27694016.6573875,25936.2770050183
3357,37,119,003807,2,371190038072,Block Group 2,0016352,"Block Group 2, Census Tract 38.07, Mecklenburg County, North Carolina",1040,41,72,74,88,76,45,108,51,59,117,54,133,30,57,35,0,42569,660,206,0.31212121,19094408.4770746,22088.6744085137
3358,37,119,005831,3,371190058313,Block Group 3,0016546,"Block Group 3, Census Tract 58.31, Mecklenburg County, North Carolina",176,11,0,0,14,0,27,0,14,0,39,21,12,30,0,8,0,54423,69,0,0,3781505.02087402,8164.06068510439
3359,37,119,006109,1,371190061091,Block Group 1,0016639,"Block Group 1, Census Tract 61.09, Mecklenburg County, North Carolina",1252,149,30,23,89,73,218,73,50,80,84,81,114,56,65,52,15,38092,708,108,0.15254237,61570073.4980807,32146.3390935063
3360,37,119,005713,2,371190057132,Block Group 2,0016506,"Block Group 2, Census Tract 57.13, Mecklenburg County, North Carolina",732,10,19,28,26,47,10,32,37,9,11,85,68,156,76,39,79,91250,564,16,0.02836879,68471281.5975615,47526.4247086242
3361,37,119,006204,4,371190062044,Block Group 4,0016646,"Block Group 4, Census Tract 62.04, Mecklenburg County, North Carolina",670,102,32,18,13,49,18,0,40,14,37,89,93,39,104,11,11,60968,183,0,0,16947969.8284221,18347.764195042
3362,37,119,005515,1,371190055151,Block Group 1,0016437,"Block Group 1, Census Tract 55.15, Mecklenburg County, North Carolina",1001,31,9,15,17,28,80,30,47,16,75,114,216,76,81,70,96,80303,637,0,0,24126082.009227,22846.182622235
3363,37,119,002905,1,371190029051,Block Group 1,0016274,"Block Group 1, Census Tract 29.05, Mecklenburg County, North Carolina",671,31,17,10,0,0,18,0,10,10,0,0,9,16,35,76,439,250000,587,17,0.02896082,22313643.2078365,21999.7649730929
3364,37,119,005829,1,371190058291,Block Group 1,0016540,"Block Group 1, Census Tract 58.29, Mecklenburg County, North Carolina",411,15,18,46,9,0,0,82,16,0,53,76,64,7,0,17,8,53783,154,18,0.11688312,20441882.6068525,24247.7989055403
3365,37,119,006406,3,371190064063,Block Group 3,0016680,"Block Group 3, Census Tract 64.06, Mecklenburg County, North Carolina",1364,69,22,49,52,0,50,50,63,68,119,149,132,203,90,143,105,74408,848,16,0.01886792,25059288.2251348,22266.0113994055
3366,37,119,005843,2,371190058432,Block Group 2,0016572,"Block Group 2, Census Tract 58.43, Mecklenburg County, North Carolina",793,19,0,26,21,11,48,0,0,33,48,65,113,92,74,144,99,101078,559,37,0.06618962,11020846.3679252,15220.6800847412
3367,37,119,005612,2,371190056122,Block Group 2,0016473,"Block Group 2, Census Tract 56.12, Mecklenburg County, North Carolina",764,18,0,0,56,33,57,8,70,0,77,45,132,105,75,36,52,80395,508,35,0.06889764,23331729.3198008,21913.6726485135
3368,37,119,003204,2,371190032042,Block Group 2,0016326,"Block Group 2, Census Tract 32.04, Mecklenburg County, North Carolina",663,25,14,39,0,28,35,10,27,10,108,47,64,88,48,93,27,70104,323,11,0.03405573,8551417.00344531,14410.4133073643
3369,37,119,004200,4,371190042004,Block Group 4,0016372,"Block Group 4, Census Tract 42, Mecklenburg County, North Carolina",447,39,0,25,68,58,52,18,7,26,24,14,15,28,56,17,0,32043,281,41,0.14590747,11351858.7689016,15012.659332487
3370,37,119,004600,1,371190046001,Block Group 1,0016386,"Block Group 1, Census Tract 46, Mecklenburg County, North Carolina",517,39,31,92,9,98,55,70,37,3,16,9,26,32,0,0,0,29523,310,66,0.21290323,12878952.0650336,16599.4051738554
3371,37,119,003007,4,371190030074,Block Group 4,0016284,"Block Group 4, Census Tract 30.07, Mecklenburg County, North Carolina",447,41,0,0,0,24,63,0,14,21,14,21,31,63,16,74,65,99141,250,0,0,15594368.4914361,19798.64862138
3372,37,119,005847,2,371190058472,Block Group 2,0016580,"Block Group 2, Census Tract 58.47, Mecklenburg County, North Carolina",816,0,19,0,0,23,41,10,23,19,40,74,69,90,85,81,242,122500,684,12,0.01754386,26063979.0037873,20807.7755810546
3373,37,119,002200,3,371190022003,Block Group 3,0016247,"Block Group 3, Census Tract 22, Mecklenburg County, North Carolina",506,19,11,90,12,11,12,13,0,15,27,13,43,37,0,66,137,92679,300,35,0.11666667,8449896.05902715,12140.5700559972
3374,37,119,003007,2,371190030072,Block Group 2,0016282,"Block Group 2, Census Tract 30.07, Mecklenburg County, North Carolina",674,0,0,31,0,0,0,0,18,0,121,30,0,73,30,123,248,158500,537,0,0,24979226.4365316,25095.7690734872
3375,37,119,002904,3,371190029043,Block Group 3,0016271,"Block Group 3, Census Tract 29.04, Mecklenburg County, North Carolina",724,0,60,0,39,0,0,29,26,14,76,28,57,46,27,83,239,120333,421,25,0.05938242,13587730.4093137,16332.4718251798
3376,37,119,005711,3,371190057113,Block Group 3,0016502,"Block Group 3, Census Tract 57.11, Mecklenburg County, North Carolina",1222,30,0,0,30,16,47,33,18,28,48,101,343,307,84,87,50,96359,997,64,0.06419258,49110888.4059105,32645.9044976778
3377,37,119,006304,2,371190063042,Block Group 2,0016669,"Block Group 2, Census Tract 63.04, Mecklenburg County, North Carolina",1223,29,26,30,0,0,12,58,0,0,21,57,147,163,58,252,370,154886,1081,21,0.01942646,51620103.7278252,31012.432456115
3378,37,119,003018,1,371190030181,Block Group 1,0016306,"Block Group 1, Census Tract 30.18, Mecklenburg County, North Carolina",1215,11,7,32,87,11,13,18,26,29,100,68,229,130,93,135,226,98750,756,11,0.01455026,19976956.6797268,19467.00884292
3379,37,119,003008,3,371190030083,Block Group 3,0016288,"Block Group 3, Census Tract 30.08, Mecklenburg County, North Carolina",849,0,11,47,37,14,60,0,27,0,37,78,37,92,60,140,209,117396,599,11,0.01836394,24183302.7029842,21947.9851769445
3380,37,119,005604,1,371190056041,Block Group 1,0016462,"Block Group 1, Census Tract 56.04, Mecklenburg County, North Carolina",722,160,70,66,20,75,23,21,7,14,68,63,92,18,4,11,10,27344,203,15,0.07389163,49111219.4187385,41628.1851005653
3381,37,119,005706,4,371190057064,Block Group 4,0016495,"Block Group 4, Census Tract 57.06, Mecklenburg County, North Carolina",759,13,24,46,47,22,50,36,58,0,149,97,78,40,31,53,15,55760,569,10,0.01757469,65661502.1052775,35512.1741308995
3382,37,119,000100,5,371190001005,Block Group 5,0016135,"Block Group 5, Census Tract 1, Mecklenburg County, North Carolina",385,72,0,0,0,0,0,0,0,0,0,52,27,81,82,37,34,122943,78,0,0,7036154.1204916,11643.9250922677
3383,37,119,005831,1,371190058311,Block Group 1,0016544,"Block Group 1, Census Tract 58.31, Mecklenburg County, North Carolina",1114,103,12,0,13,39,70,0,34,50,45,178,137,67,80,130,156,80929,589,43,0.07300509,16781027.3412953,17901.9117963443
3384,37,119,003600,3,371190036003,Block Group 3,0016339,"Block Group 3, Census Tract 36, Mecklenburg County, North Carolina",350,81,21,0,8,0,37,25,56,0,42,24,16,21,19,0,0,40441,207,42,0.20289855,6618132.88695215,13364.8399081586
3385,37,119,006214,1,371190062141,Block Group 1,0016659,"Block Group 1, Census Tract 62.14, Mecklenburg County, North Carolina",545,0,0,12,0,0,46,7,53,23,10,44,112,108,68,28,34,95694,430,7,0.01627907,30550245.0450844,32459.1670380399
3386,37,119,005520,2,371190055202,Block Group 2,0016446,"Block Group 2, Census Tract 55.20, Mecklenburg County, North Carolina",229,0,0,0,24,6,26,11,0,42,12,23,35,24,10,16,0,58646,142,24,0.16901408,25891139.327925,22543.9569387262
3387,37,119,002300,1,371190023001,Block Group 1,0016249,"Block Group 1, Census Tract 23, Mecklenburg County, North Carolina",203,40,28,0,26,12,0,12,19,39,0,0,6,13,8,0,0,30682,88,33,0.375,3682431.02279551,8363.62341279637
3388,37,119,002904,1,371190029041,Block Group 1,0016269,"Block Group 1, Census Tract 29.04, Mecklenburg County, North Carolina",547,25,0,0,0,0,45,0,0,0,32,35,22,29,94,60,205,148938,467,11,0.0235546,18504763.092298,18781.8228087237
3389,37,119,003011,3,371190030113,Block Group 3,0016291,"Block Group 3, Census Tract 30.11, Mecklenburg County, North Carolina",863,19,22,0,0,0,0,35,0,0,39,90,49,133,81,143,252,134393,551,0,0,13766884.0317766,18158.0824467015
3390,37,119,005830,1,371190058301,Block Group 1,0016542,"Block Group 1, Census Tract 58.30, Mecklenburg County, North Carolina",651,26,16,15,62,54,32,0,55,18,65,118,103,39,10,18,20,58542,288,6,0.02083333,13652437.2435594,19736.7408951463
3391,37,119,006203,2,371190062032,Block Group 2,0016641,"Block Group 2, Census Tract 62.03, Mecklenburg County, North Carolina",962,55,20,77,74,51,50,59,0,15,85,51,57,101,32,130,105,59375,561,39,0.06951872,44438970.9192168,40289.11260726
3392,37,119,003105,1,371190031051,Block Group 1,0016313,"Block Group 1, Census Tract 31.05, Mecklenburg County, North Carolina",643,0,12,10,0,0,7,9,7,69,14,55,149,111,55,69,76,96985,410,12,0.02926829,16307648.7311174,17748.139429399
3393,37,119,004000,2,371190040002,Block Group 2,0016362,"Block Group 2, Census Tract 40, Mecklenburg County, North Carolina",325,133,22,7,0,0,0,46,0,17,51,49,0,0,0,0,0,38884,115,20,0.17391304,10917135.3743031,16604.7181213841
3394,37,119,006405,1,371190064051,Block Group 1,0016676,"Block Group 1, Census Tract 64.05, Mecklenburg County, North Carolina",1311,52,38,0,52,41,33,106,55,68,87,123,181,144,116,110,105,75089,725,0,0,29543305.3851906,25281.7729546335
3395,37,119,005715,1,371190057151,Block Group 1,0016510,"Block Group 1, Census Tract 57.15, Mecklenburg County, North Carolina",937,7,38,10,62,58,29,41,23,33,55,123,172,94,71,75,46,73456,758,50,0.06596306,196922617.558005,61949.8797979642
3396,37,119,005906,3,371190059063,Block Group 3,0016587,"Block Group 3, Census Tract 59.06, Mecklenburg County, North Carolina",529,37,31,8,27,61,23,0,24,56,40,38,111,18,15,12,28,49888,406,73,0.17980296,130405081.414852,76519.0617925127
3397,37,119,005848,3,371190058483,Block Group 3,0016584,"Block Group 3, Census Tract 58.48, Mecklenburg County, North Carolina",334,8,0,19,0,0,9,25,9,0,0,0,65,32,39,47,81,125000,277,8,0.02888087,10512217.9403156,13322.5283403827
3398,37,119,002002,3,371190020023,Block Group 3,0016233,"Block Group 3, Census Tract 20.02, Mecklenburg County, North Carolina",462,26,0,0,0,0,50,17,18,0,74,35,59,0,16,52,115,76447,309,26,0.08414239,13286994.8082334,15803.4933071946
3399,37,119,001915,1,371190019151,Block Group 1,0016209,"Block Group 1, Census Tract 19.15, Mecklenburg County, North Carolina",721,69,34,40,87,91,30,19,13,28,65,104,16,77,0,48,0,37625,490,72,0.14693878,7660308.44177266,12462.7463847231
3400,37,119,005308,1,371190053081,Block Group 1,0016409,"Block Group 1, Census Tract 53.08, Mecklenburg County, North Carolina",754,155,51,65,71,57,114,43,27,37,59,40,10,4,4,17,0,26750,396,160,0.4040404,5507230.40037617,14197.0886069224
3401,37,119,005306,2,371190053062,Block Group 2,0016406,"Block Group 2, Census Tract 53.06, Mecklenburg County, North Carolina",629,78,33,35,111,53,35,49,34,6,101,56,25,0,13,0,0,30938,309,64,0.20711974,29327929.0292613,26446.0607797406
3402,37,119,003011,2,371190030112,Block Group 2,0016290,"Block Group 2, Census Tract 30.11, Mecklenburg County, North Carolina",285,0,20,0,18,0,0,0,21,0,0,19,17,19,18,87,66,153958,170,0,0,4370020.72972969,8821.15935993282
3403,37,119,004100,2,371190041002,Block Group 2,0016366,"Block Group 2, Census Tract 41, Mecklenburg County, North Carolina",963,43,20,16,8,20,41,12,25,0,70,142,129,147,92,105,93,92102,341,22,0.06451613,12276062.7791113,15281.0549219647
3404,37,119,005620,1,371190056201,Block Group 1,0016486,"Block Group 1, Census Tract 56.20, Mecklenburg County, North Carolina",989,23,13,0,118,126,7,88,67,57,85,111,119,27,27,52,69,49803,590,97,0.16440678,70364609.1663621,40677.8069821737
3405,37,119,002906,3,371190029063,Block Group 3,0016278,"Block Group 3, Census Tract 29.06, Mecklenburg County, North Carolina",874,111,25,0,33,13,18,9,17,0,83,107,63,33,32,33,297,79600,451,10,0.02217295,22237735.9208725,23805.846337672
3406,37,119,006009,2,371190060092,Block Group 2,0016621,"Block Group 2, Census Tract 60.09, Mecklenburg County, North Carolina",773,26,0,9,8,50,106,23,56,37,28,51,145,116,92,21,5,69464,584,37,0.06335616,25991633.5644478,27897.7348145658
3407,37,119,001607,1,371190016071,Block Group 1,0016181,"Block Group 1, Census Tract 16.07, Mecklenburg County, North Carolina",1180,87,37,105,46,192,184,98,50,25,87,67,109,20,33,33,7,31887,641,150,0.23400936,19644840.5089877,18972.9462590793
3408,37,119,005610,2,371190056102,Block Group 2,0016470,"Block Group 2, Census Tract 56.10, Mecklenburg County, North Carolina",940,82,12,157,8,58,153,72,0,47,34,90,133,54,36,0,4,35000,356,26,0.07303371,12477697.5208656,15904.7923444494
3409,37,119,005816,1,371190058161,Block Group 1,0016523,"Block Group 1, Census Tract 58.16, Mecklenburg County, North Carolina",1260,18,11,8,23,0,0,21,20,10,62,90,154,131,139,77,496,133799,1038,22,0.02119461,45664767.3454939,29553.6522642138
